0;-0.90170782804489136;
6000000;-1.4651138782501221;
12000000;-1.1320879459381104;
18000000;-1.1580010652542114;
24000000;-1.1769238710403442;
30000000;-1.1771432161331177;
36000000;-1.1785796880722046;
42000000;-1.1744279861450195;
48000000;-1.1563656330108643;
54000000;-1.1540383100509644;
60000000;-1.1696325540542603;
66000000;-1.1886663436889648;
72000000;-1.1972378492355347;
78000000;-1.211749792098999;
84000000;-1.1765917539596558;
90000000;-1.1601216793060303;
96000000;-1.1236364841461182;
102000000;-1.0895234346389771;
108000000;-1.0814882516860962;
114000000;-1.0946451425552368;
120000000;-1.108095645904541;
126000000;-1.1273256540298462;
132000000;-1.108734130859375;
138000000;-1.0786166191101074;
144000000;-0.98510837554931641;
150000000;-0.90432369709014893;
156000000;-0.84190553426742554;
162000000;-0.89068466424942017;
168000000;-0.94630306959152222;
174000000;-1.0114248991012573;
180000000;-1.0565099716186523;
186000000;-1.0541799068450928;
192000000;-0.99706685543060303;
198000000;-0.91321569681167603;
204000000;-0.79756510257720947;
210000000;-0.69475781917572021;
216000000;-0.60074329376220703;
222000000;-0.54949724674224854;
228000000;-0.54003405570983887;
234000000;-0.53683167695999146;
240000000;-0.54535204172134399;
246000000;-0.51847827434539795;
252000000;-0.45372629165649414;
258000000;-0.56487292051315308;
264000000;-0.54968839883804321;
270000000;-0.53510040044784546;
276000000;-0.52355062961578369;
282000000;-0.51616281270980835;
288000000;-0.52403324842453003;
294000000;-0.49937021732330322;
300000000;-0.46514871716499329;
306000000;-0.37336790561676025;
312000000;-0.29070332646369934;
318000000;-0.15533280372619629;
324000000;-0.095641195774078369;
330000000;-0.20240983366966248;
336000000;-0.30715447664260864;
342000000;-0.4163183867931366;
348000000;-0.4708310067653656;
354000000;-0.46615698933601379;
360000000;-0.40565198659896851;
366000000;-0.28743058443069458;
372000000;-0.19496087729930878;
378000000;-0.13082069158554077;
384000000;-0.095365554094314575;
390000000;-0.14680609107017517;
396000000;-0.24049274623394012;
402000000;-0.36845916509628296;
408000000;-0.40848845243453979;
414000000;-0.41754451394081116;
420000000;-0.33632603287696838;
426000000;-0.19182519614696503;
432000000;-0.043517552316188812;
438000000;0.047312114387750626;
